composition,band_gap,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Na2Ge2Se5,2.38,11.0,34.0,23.0,28.444444444444443,7.753086419753087,34.0,2.0,89.0,87.0,67.44444444444444,29.086419753086417,89.0,22.98976928,78.96,55.97023071999999,65.11772650666666,18.723536545185183,78.96,370.87,1211.4,840.5300000000001,626.06,260.15111111111105,494.0,1.0,16.0,15.0,12.22222222222222,4.987654320987655,16.0,3.0,4.0,1.0,3.7777777777777777,0.345679012345679,4.0,120.0,166.0,46.0,130.22222222222223,15.901234567901238,120.0,0.93,2.55,1.6199999999999997,2.07,0.5333333333333332,2.55,1.0,2.0,1.0,1.7777777777777777,0.345679012345679,2.0,0.0,4.0,4.0,2.6666666666666665,1.4814814814814816,4.0,0.0,10.0,10.0,7.777777777777778,3.45679012345679,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,12.22222222222222,4.987654320987655,16.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,4.0,4.0,2.0,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.2222222222222223,0.7901234567901235,2.0,23.005,29.2433333333,6.238333333300002,26.010740740733336,1.4367078189185196,25.92,0.0,0.799,0.799,0.529,0.3,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,108.66666666666669,105.1851851851852,14.0
Re1S2,1.1,16.0,75.0,59.0,35.666666666666664,26.222222222222214,16.0,54.0,88.0,34.0,76.66666666666667,15.111111111111107,88.0,32.065,186.207,154.142,83.44566666666667,68.50755555555556,32.065,388.36,3459.0,3070.64,1411.9066666666668,1364.7288888888888,388.36,7.0,16.0,9.0,13.0,4.0,16.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,105.0,151.0,46.0,120.33333333333331,20.444444444444443,105.0,1.9,2.58,0.6800000000000002,2.353333333333333,0.3022222222222222,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,21.0,15.0,11.0,6.666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,14.655,25.786875,11.131875,22.07625,4.9475,25.786875,0.0,2.202,2.202,1.468,0.9786666666666668,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,111.33333333333331,55.11111111111111,70.0
Pb0.99Sn0.01Se1,0.17,34.0,82.0,48.0,57.84,23.9184,34.0,80.0,89.0,9.0,84.995,4.005,89.0,78.96,207.2,128.24,142.63754999999998,63.9168255,78.96,494.0,600.61,106.61,546.82735,53.24482350000001,494.0,14.0,16.0,2.0,15.0,1.0,16.0,4.0,6.0,2.0,4.994999999999999,0.995,4.0,120.0,146.0,26.0,132.96499999999995,12.965,120.0,1.96,2.55,0.5899999999999999,2.4381500000000003,0.1118499999999998,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.93,6.9993,0.0,14.0,28.0,14.0,21.93,6.0093,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.92,33.285,7.364999999999995,27.040875,1.120874999999999,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,119.08,105.08,14.0
Ga1Te1,1.66,31.0,52.0,21.0,41.5,10.5,31.0,74.0,90.0,16.0,82.0,8.0,74.0,69.723,127.6,57.877,98.6615,28.9385,69.723,302.91,722.66,419.75,512.785,209.875,302.91,13.0,16.0,3.0,14.5,1.5,13.0,4.0,5.0,1.0,4.5,0.5,4.0,122.0,138.0,16.0,130.0,8.0,122.0,1.81,2.1,0.29,1.955,0.145,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5,1.5,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.5,1.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,18.8575,34.7633333333,15.905833333299997,26.81041666665,7.952916666649997,18.8575,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,108.0,44.0,64.0
Ag1Cd3P1S6,2.56,15.0,48.0,33.0,27.454545454545453,14.760330578512397,16.0,65.0,88.0,23.0,80.54545454545455,8.578512396694215,88.0,30.973762,112.411,81.43723800000001,60.769542,36.731460363636366,32.065,317.3,1234.93,917.63,515.0045454545455,174.10396694214876,388.36,11.0,16.0,5.0,14.363636363636363,1.900826446280992,16.0,3.0,5.0,2.0,3.727272727272727,0.9256198347107436,3.0,105.0,145.0,40.0,119.45454545454544,18.033057851239672,105.0,1.69,2.58,0.8900000000000001,2.2427272727272727,0.3679338842975207,2.58,1.0,2.0,1.0,1.9090909090909087,0.165289256198347,2.0,0.0,4.0,4.0,2.4545454545454546,1.7851239669421488,4.0,0.0,10.0,10.0,3.636363636363636,4.628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,8.0,2.727272727272727,6.0,0.0,1.0,1.0,0.0909090909090909,0.165289256198347,0.0,0.0,3.0,3.0,1.3636363636363635,0.9917355371900828,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4545454545454546,0.8760330578512397,2.0,16.33,25.786875,9.456875,22.918771645018182,3.128840023616528,25.786875,0.0,2.202,2.202,1.3488181818181817,0.9809586776859504,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,111.72727272727272,65.47107438016529,70.0
Cu3Y1Te3,0.72,29.0,52.0,23.0,40.285714285714285,10.040816326530612,29.0,12.0,90.0,78.0,67.71428571428571,19.10204081632653,64.0,63.546,127.6,64.054,94.62055,28.2681,63.546,722.66,1799.0,1076.34,1148.612857142857,365.1024489795919,722.66,3.0,16.0,13.0,12.0,3.4285714285714284,11.0,4.0,5.0,1.0,4.571428571428571,0.489795918367347,4.0,132.0,190.0,58.0,142.85714285714286,13.469387755102044,132.0,1.22,2.1,0.8800000000000001,1.8885714285714283,0.1910204081632654,1.9,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,1.7142857142857142,1.959183673469388,0.0,1.0,10.0,9.0,8.714285714285714,2.204081632653062,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,12.0,3.4285714285714284,11.0,0.0,1.0,1.0,0.4285714285714285,0.4897959183673469,0.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,0.0,0.0,9.0,9.0,1.2857142857142858,2.204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.571428571428572,1.8367346938775515,1.0,11.07,34.7633333333,23.6933333333,24.266428571414284,11.31122448978367,11.07,0.0,0.464,0.464,0.1988571428571428,0.2272653061224489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,189.28571428571428,31.95918367346939,152.0
Bi2Te2.7Se0.3,0.21,34.0,83.0,49.0,63.31999999999999,15.743999999999996,52.0,86.0,90.0,4.0,88.34,1.8719999999999997,90.0,78.96,208.9804,130.0204,157.23376000000002,41.397312000000014,127.6,494.0,722.66,228.66,637.6364,91.825488,722.66,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,4.0,6.0,2.0,5.34,0.528,5.0,120.0,148.0,28.0,140.92000000000002,5.664000000000003,138.0,2.02,2.55,0.5299999999999998,2.095,0.0599999999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.4800000000000001,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.4800000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.4800000000000001,2.0,25.92,34.7633333333,8.843333333299995,33.507399999982,1.3564079999834369,34.7633333333,0.0,0.799,0.799,0.2985,0.2387999999999999,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,87.72,69.4224,152.0
Cu1Ga1Te2,1.18,29.0,52.0,23.0,41.0,11.0,52.0,64.0,90.0,26.0,79.5,10.5,90.0,63.546,127.6,64.054,97.11725,30.48275,127.6,302.91,1357.77,1054.86,776.5,290.635,722.66,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,138.0,16.0,132.5,5.5,138.0,1.81,2.1,0.29,1.9775,0.1225,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,34.7633333333,23.6933333333,24.86354166665,9.899791666649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,148.25,42.125,152.0
K2Hg1P2Se6,2.25,15.0,80.0,65.0,32.0,10.909090909090908,34.0,3.0,89.0,86.0,70.63636363636364,24.59504132231405,89.0,30.973762,200.59,169.616238,74.04492036363636,28.370101355371897,78.96,234.32,494.0,259.68,409.6345454545454,92.03504132231406,494.0,1.0,16.0,15.0,12.727272727272728,4.3966942148760335,16.0,3.0,6.0,3.0,4.0,0.3636363636363636,4.0,107.0,203.0,96.0,133.8181818181818,25.157024793388427,120.0,0.82,2.55,1.73,2.12,0.4945454545454544,2.55,1.0,2.0,1.0,1.818181818181818,0.2975206611570248,2.0,0.0,4.0,4.0,2.727272727272727,1.487603305785124,4.0,0.0,10.0,10.0,6.363636363636363,4.628099173553719,10.0,0.0,14.0,14.0,1.2727272727272727,2.31404958677686,0.0,1.0,26.0,25.0,12.181818181818182,6.677685950413223,16.0,0.0,1.0,1.0,0.1818181818181818,0.2975206611570247,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710744,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.818181818181818,0.6280991735537191,2.0,22.5702380952,73.1066666667,50.5364285715,33.828308702790906,14.2830392596033,25.92,0.0,1.625,1.625,0.7312727272727273,0.3988760330578513,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,64.72727272727273,78.14876033057851,14.0
Tl2Pr1In1Se4,0.93,34.0,81.0,47.0,50.75,17.1875,34.0,17.0,89.0,72.0,75.0,14.5,89.0,78.96,204.3833,125.4233,122.54153125,45.5124140625,78.96,429.75,1204.0,774.25,595.46875,152.1328125,494.0,3.0,16.0,13.0,13.25,2.75,16.0,4.0,6.0,2.0,4.875,0.875,4.0,120.0,203.0,83.0,139.375,19.375,120.0,1.13,2.55,1.42,2.04375,0.5062499999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.375,1.625,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,14.0,14.0,3.875,5.0625,0.0,5.0,27.0,22.0,17.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.875,1.59375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.375,2.40625,0.0,2.0,11.0,9.0,4.25,2.25,2.0,24.26,35.675,11.414999999999996,27.179375,2.1239062499999988,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,97.125,83.125,14.0
Pr2S3,2.68,16.0,59.0,43.0,33.2,20.64,16.0,17.0,88.0,71.0,59.6,34.08,88.0,32.065,140.90765,108.84265,75.60206,52.244472,32.065,388.36,1204.0,815.64,714.616,391.5072,388.36,3.0,16.0,13.0,10.8,6.24,16.0,3.0,6.0,3.0,4.2,1.44,3.0,105.0,203.0,98.0,144.2,47.04,105.0,1.13,2.58,1.4500000000000002,2.0,0.6960000000000001,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,5.0,6.0,1.0,5.6,0.4800000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.4,5.279999999999999,0.0,2.0,11.0,9.0,5.6,4.32,2.0,25.786875,35.675,9.888125,29.742125,4.7463,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,119.6,59.52,70.0
Pb1Bi1O2Br1,2.47,8.0,83.0,75.0,43.2,31.44,8.0,81.0,95.0,14.0,87.2,3.120000000000002,87.0,15.9994,208.9804,192.981,105.61664,81.978848,15.9994,54.8,600.61,545.8100000000001,304.082,214.7384,54.8,14.0,17.0,3.0,15.6,0.8800000000000001,16.0,2.0,6.0,4.0,4.0,1.6,2.0,66.0,148.0,82.0,109.2,34.56,66.0,2.02,3.44,1.42,2.838,0.5304,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,3.6,0.8800000000000001,4.0,0.0,10.0,10.0,6.0,4.8,0.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,6.0,29.0,23.0,17.2,9.04,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.4,0.8800000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.4,0.8800000000000001,2.0,9.105,32.95,23.845,21.750000000000004,10.116,9.105,0.0,1.457,1.457,0.2914,0.46624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,65.0,64.0,12.0
Yb1S1,1.1,16.0,70.0,54.0,43.0,27.0,16.0,39.0,88.0,49.0,63.5,24.5,39.0,32.065,173.054,140.989,102.5595,70.4945,32.065,388.36,1092.0,703.64,740.1800000000001,351.82,388.36,3.0,16.0,13.0,9.5,6.5,3.0,3.0,6.0,3.0,4.5,1.5,3.0,105.0,187.0,82.0,146.0,41.0,105.0,1.26,2.58,1.32,1.92,0.66,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,6.0,16.0,10.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,25.786875,34.12,8.333124999999999,29.9534375,4.1665625,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,147.5,77.5,70.0
K6Cd4Sn3Se13,2.33,19.0,50.0,31.0,34.53846153846154,7.710059171597635,34.0,3.0,89.0,86.0,65.1923076923077,28.70414201183432,89.0,39.0983,118.71,79.61169999999998,79.49399230769231,19.178157988165683,78.96,336.53,594.22,257.69000000000005,474.3576923076923,63.61278106508878,494.0,1.0,16.0,15.0,11.692307692307692,4.934911242603551,16.0,4.0,5.0,1.0,4.269230769230769,0.393491124260355,4.0,120.0,203.0,83.0,145.03846153846155,26.751479289940832,120.0,0.82,2.55,1.73,1.9503846153846152,0.6018343195266271,2.55,1.0,2.0,1.0,1.7692307692307692,0.3550295857988166,2.0,0.0,4.0,4.0,2.230769230769231,1.7692307692307692,4.0,0.0,10.0,10.0,7.6923076923076925,3.5502958579881656,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,11.692307692307692,4.934911242603551,16.0,0.0,1.0,1.0,0.2307692307692307,0.3550295857988165,0.0,0.0,4.0,4.0,1.4615384615384617,1.1242603550295855,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6923076923076923,0.8402366863905326,2.0,19.495,73.1066666667,53.61166666669999,36.67057692308462,16.816656804745563,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,105.96153846153848,91.96153846153848,14.0
Pb0.75Ge0.25Te1,0.44,32.0,82.0,50.0,60.75,15.9375,52.0,79.0,90.0,11.0,85.25,4.75,90.0,72.64,207.2,134.56,150.57999999999998,42.465,127.6,600.61,1211.4,610.7900000000001,737.98375,118.3540625,722.66,14.0,16.0,2.0,15.0,1.0,16.0,4.0,6.0,2.0,5.25,0.5625,5.0,120.0,146.0,26.0,138.75,5.4375,138.0,2.01,2.33,0.3200000000000003,2.175,0.1162499999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,5.25,6.5625,0.0,14.0,28.0,14.0,20.25,5.8125,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,23.005,34.7633333333,11.758333333299998,30.79854166665,3.964791666649999,34.7633333333,0.0,0.464,0.464,0.279875,0.20990625,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.5,36.5,152.0
Cd1Sb1,0.47,48.0,51.0,3.0,49.5,1.5,48.0,70.0,85.0,15.0,77.5,7.5,70.0,112.411,121.76,9.349000000000004,117.0855,4.674500000000002,112.411,594.22,903.78,309.55999999999995,749.0,154.77999999999997,594.22,12.0,15.0,3.0,13.5,1.5,12.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,144.0,5.0,141.5,2.5,139.0,1.69,2.05,0.3599999999999999,1.87,0.1799999999999999,1.69,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,13.5,1.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,19.495,31.56,12.064999999999998,25.5275,6.032499999999999,19.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,180.0,14.0,166.0
Be1Te1,2.89,4.0,52.0,48.0,28.0,24.0,4.0,67.0,90.0,23.0,78.5,11.5,67.0,9.012182,127.6,118.587818,68.306091,59.293909,9.012182,722.66,1560.0,837.34,1141.33,418.67,722.66,2.0,16.0,14.0,9.0,7.0,2.0,2.0,5.0,3.0,3.5,1.5,2.0,96.0,138.0,42.0,117.0,21.0,96.0,1.57,2.1,0.53,1.835,0.265,1.57,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,7.89,34.7633333333,26.8733333333,21.32666666665,13.436666666649998,7.89,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,173.0,21.0,152.0
Pb0.96Te1Ga0.04,0.37,31.0,82.0,51.0,65.98,15.3792,52.0,74.0,90.0,16.0,85.36,4.64,90.0,69.723,207.2,137.47699999999998,164.65045999999998,40.84755839999999,127.6,302.91,722.66,419.75,655.681,66.97899999999997,722.66,13.0,16.0,3.0,14.98,1.02,16.0,4.0,6.0,2.0,5.46,0.5184,5.0,122.0,146.0,24.0,141.51999999999998,4.300799999999999,138.0,1.81,2.33,0.52,2.2046,0.1203839999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.98,1.02,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.72,6.9888,0.0,13.0,28.0,15.0,21.7,6.048,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.02,1.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.02,1.02,2.0,18.8575,34.7633333333,15.905833333299997,31.25161666665,3.5117166666499986,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,185.28,38.13120000000001,152.0
Bi6Cu3S10I1,0.72,16.0,83.0,67.0,39.9,27.17,16.0,64.0,96.0,32.0,84.2,6.059999999999998,88.0,32.065,208.9804,176.9154,94.6037435,71.85606655000001,32.065,386.85,1357.77,970.92,580.508,233.17860000000005,388.36,11.0,17.0,6.0,15.0,1.2,16.0,3.0,6.0,3.0,4.15,1.1950000000000005,3.0,105.0,148.0,43.0,123.65,18.65,105.0,1.9,2.66,0.7600000000000002,2.314,0.3006,2.58,1.0,2.0,1.0,1.85,0.255,2.0,0.0,5.0,5.0,3.15,1.035,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,4.2,5.880000000000001,0.0,6.0,29.0,23.0,14.2,9.16,6.0,0.0,1.0,1.0,0.15,0.255,0.0,0.0,3.0,3.0,1.95,0.6799999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.1,0.5399999999999999,2.0,11.07,43.015,31.945,26.589687500000004,5.458718750000003,25.786875,0.0,2.202,2.202,1.1541,1.0478999999999998,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,75.55,44.835,70.0
